date,fond,amount,compte_crediteur,bic,transactor,adresse,type,communication,solde
"16-02-2023","BE64523081419552","70,00","BE32817866111905","GEBABEBB","HENDRICKX LOIC","AVENUE DE CLERCQ 15 1332 BOUILLON","SCT","anniv Franck","5.382,34"
"28-02-2023","BE64523081419552","1,00","BE26379998109761","BBRUBEBB","M JULES STEMBERT","Chemin Thijs 68 7082 Halen","SCT","Contrib reserve de soutien","5.383,34"
"01-03-2023","BE64523081419552","20,00","BE35829006245340","TRIOBEBB","Jocotan"," ","BO","Don mensuel jocotan","5.403,34"
"01-03-2023","BE64523081419552","10,00","BE54094670385920","GEBABEBB","PACOVIA HENRIETTE","RUE LAUWERS 961 6010 DURBUY","SCT","Chouette projet  A bientot","5.413,34"
"01-03-2023","BE64523081419552","15,00","BE71066571528337","BPOTBEB1","LEGUERREC NOAH","Boulevard Van Dyck 50 6299 Léau","SCT","","5.428,34"
"01-03-2023","BE64523081419552","50,00","BE81233761871399","GKCCBEBB","VAN DER HERTEN MATHIS","PLACE VERHELST 26 0224 CINEY","SCT","montant mensuel Mathis Van Der Herten","5.478,34"
"01-03-2023","BE64523081419552","17,00","BE39610009156603","GKCCBEBB","Pagotte Vanessa","Place Libert 45 4931 Comines-Warneton","SCT","Cagnotte Amorce","5.495,34"
"02-03-2023","BE64523081419552","30,00","BE07998146513544","GEBABEBB","TRAPU PIERRE-JEAN","PLACE VERSCHUEREN 77 1637 LOMMEL","SCT","super initiative","5.525,34"
"02-03-2023","BE64523081419552","10,00","BE91941908348963","BPOTBEB1","axelle dumont","BOULEVARD SOMERS 78 8759 BLANKENBERGE","SCT","pouetpouetl'amorce","5.535,34"
"02-03-2023","BE64523081419552","10,00","BE64963111927873","GEBABEBB","RICHELIEU GREGORY","CHEMIN DIERCKX 37 2885 BASTOGNE","SCT","--- ..- .. / -.-. .----. . ... - / -.. ..- / -- --- .-. ... . .-.-.-","5.545,34"
"02-03-2023","BE64523081419552","20,00","BE73023643847628","NICABEBB","M. Leonard Quintenps","Avenue Sahin 95 9798 Genappe","SCT","fonds general","5.565,34"
"03-03-2023","BE64523081419552","15,00","BE62357732053023","GKCCBEBB","Tapage Adrien","Place Yildirim 3 6638 Roulers","SCT","adri","5.580,34"
"03-03-2023","BE64523081419552","8,00","BE22752511102346","GEBABEBB","BAJOT PIERRE","Chemin Maes 13 5939 Bree","SCT","","5.588,34"
"03-03-2023","BE64523081419552","20,00","BE37007959652205","NICABEBB","M. Raphael Vandenberghe","PLACE SAHIN 73 6383 LIÈGE","SCT","","5.608,34"
"05-03-2023","BE64523081419552","-630,00","BE11122079726552","ARSPBE22","Tarte aux Pommes ASBL"," ","SCTIB","bourse l'amorce fevrier 2023","4.978,34"
"05-03-2023","BE64523081419552","-750,00","BE18355344975092","ARSPBE22","Confiture asbl"," ","SCTIB","bourse l'amorce fevrier 2023","4.228,34"
"05-03-2023","BE64523081419552","-650,00","BE55748591242221","ARSPBE22","Louis Gilson"," ","SCTIB","bourse amorce fevrier 2023","3.578,34"
"06-03-2023","BE64523081419552","10,00","BE27504564025934","ARSPBE22","ALFREDO PORTO DI ARAGON","CHEMIN LAUWERS 291 7378 MALINES","SCT","soutien amorce","3.588,34"
"06-03-2023","BE64523081419552","15,00","BE48499914275751","AXABBE22","Piron Emmanuel","AVENUE VERHAEGEN 91 3083 TIRLEMONT","SCT","","3.603,34"
"06-03-2023","BE64523081419552","40,00","BE27633989084860","KREDBEBB","DUPORTAIL MATHILDE","IMPASSE MESSAOUDI 885 9427 SERAING","SCT","AMORCE DUPORTAIL MATHILDE","3.643,34"
"06-03-2023","BE64523081419552","-320,00","FR852628275996X3JCIE5303I51","TRZOFR21","Croissant au sucre"," ","SCTIB","bourse l'amorce fevrier 2023","3.323,34"
"07-03-2023","BE64523081419552","12,00","BE08827097884607","GKCCBEBB","Gaspard Melodie","RUE JACQUES 99 8780 MORTSEL","SCT","Mutualisation mensuelle","3.335,34"
"07-03-2023","BE64523081419552","10,00","BE07279903474580","GEBABEBB","DE WILDE EVA","IMPASSE MESSAOUDI 85 4422 FOSSES-LA-VILLE","SCT","","3.345,34"
"07-03-2023","BE64523081419552","12,50","BE06992080717696","CTBKBEBX","MLE LISE VERSTRAETEN","IMPASSE VERHOEVEN 30 1901 HALEN","SCT","COMPTE COURANT","3.357,84"
"08-03-2023","BE64523081419552","10,00","BE95671620467794","BPOTBEB1","GILLET YANIS","CHAUSSÉE HEYLEN 3 1166 NAMUR","SCT","","3.367,84"
"10-03-2023","BE64523081419552","10,00","BE21288228228310","BPOTBEB1","BODART JEAN-MARIE","Chemin Willems 174 1198 Malmedy","SCT","Don L'Amorce","3.377,84"
"10-03-2023","BE64523081419552","20,00","BE39838351703284","NICABEBB","Mlle Fleur Goethals","RUE URBAIN 73 2376 NAMUR","SCT","","3.397,84"
"15-03-2023","BE64523081419552","15,00","BE55748591242221","ARSPBE22","LOUIS GILSON","Boulevard Segers 39 0787 La Louvière","SCT","Voila des sous, bisous","3.412,84"
"15-03-2023","BE64523081419552","40,00","BE75002360280349","NEECBEB2","Rivageois / Del Fabri","Chaussée De Coster 48 3037 Zottegem","SCT","L AMORCE(+)Mars","3.452,84"
"15-03-2023","BE64523081419552","40,00","BE88456105010634","NEECBEB2","Capin Anthony","Chemin Luyten 9 0099 Neufchâteau","SCT","Don mensuel","3.492,84"
"27-03-2023","BE64523081419552","150,00","BE78648943394977","NICABEBB","Mme Anais Bodet","Chaussée Stevens 5 7576 La Roche-en-Ardenne","SCT","Merci d'exister","3.642,84"
"28-03-2023","BE64523081419552","27,00","BE65188220196117","GEBABEBB","DEQUENNE MARIELLA","Impasse Dierckx 69 8329 Saint-Hubert","SCT","","3.669,84"
"29-03-2023","BE64523081419552","50,00","BE81233761871399","GKCCBEBB","VAN DER HERTEN MATHIS","PLACE VERHELST 26 0224 CINEY","SCT","montant mensuel Mathis Van Der Herten","3.719,84"
"31-03-2023","BE64523081419552","1,00","BE26379998109761","BBRUBEBB","M JULES STEMBERT","Chemin Thijs 68 7082 Halen","SCT","Contrib reserve de soutien","3.720,84"
"01-04-2023","BE64523081419552","20,00","BE35829006245340","TRIOBEBB","Jocotan"," ","BO","Don mensuel jocotan","3.740,84"
"01-04-2023","BE64523081419552","-15,00","","","","","ON","Frais du 01-01-2023 au 31-03-2023","3.725,84"
"03-04-2023","BE64523081419552","10,00","BE54094670385920","GEBABEBB","PACOVIA HENRIETTE","RUE LAUWERS 961 6010 DURBUY","SCT","Chouette projet  A bientot","3.735,84"
"03-04-2023","BE64523081419552","17,00","BE39610009156603","GKCCBEBB","Pagotte Vanessa","Place Libert 45 4931 Comines-Warneton","SCT","Cagnotte Amorce","3.752,84"
"03-04-2023","BE64523081419552","15,00","BE71066571528337","BPOTBEB1","LEGUERREC NOAH","Boulevard Van Dyck 50 6299 Léau","SCT","","3.767,84"
"03-04-2023","BE64523081419552","10,00","BE91941908348963","BPOTBEB1","axelle dumont","BOULEVARD SOMERS 78 8759 BLANKENBERGE","SCT","pouetpouetl'amorce","3.777,84"
"03-04-2023","BE64523081419552","15,00","BE90151270669711","GEBABEBB","VANDENBODE NATHALIE","Boulevard Baert 17 3002 Termonde","SCT","","3.792,84"
"04-04-2023","BE64523081419552","8,00","BE22752511102346","GEBABEBB","BAJOT PIERRE","Chemin Maes 13 5939 Bree","SCT","","3.800,84"
"04-04-2023","BE64523081419552","30,00","BE07998146513544","GEBABEBB","TRAPU PIERRE-JEAN","PLACE VERSCHUEREN 77 1637 LOMMEL","SCT","super initiative","3.830,84"
"04-04-2023","BE64523081419552","10,00","BE64963111927873","GEBABEBB","RICHELIEU GREGORY","CHEMIN DIERCKX 37 2885 BASTOGNE","SCT","--- ..- .. / -.-. .----. . ... - / -.. ..- / -- --- .-. ... . .-.-.-","3.840,84"
"04-04-2023","BE64523081419552","15,00","BE62357732053023","GKCCBEBB","Tapage Adrien","Place Yildirim 3 6638 Roulers","SCT","adri","3.855,84"
"04-04-2023","BE64523081419552","20,00","BE73023643847628","NICABEBB","M. Leonard Quintenps","Avenue Sahin 95 9798 Genappe","SCT","fonds general","3.875,84"
"04-04-2023","BE64523081419552","20,00","BE37007959652205","NICABEBB","M. Raphael Vandenberghe","PLACE SAHIN 73 6383 LIÈGE","SCT","","3.895,84"
"05-04-2023","BE64523081419552","15,00","BE48499914275751","AXABBE22","Piron Emmanuel","AVENUE VERHAEGEN 91 3083 TIRLEMONT","SCT","","3.910,84"
"06-04-2023","BE64523081419552","12,00","BE08827097884607","GKCCBEBB","Gaspard Melodie","RUE JACQUES 99 8780 MORTSEL","SCT","Mutualisation mensuelle","3.922,84"
"06-04-2023","BE64523081419552","10,00","BE07279903474580","GEBABEBB","DE WILDE EVA","IMPASSE MESSAOUDI 85 4422 FOSSES-LA-VILLE","SCT","","3.932,84"
"06-04-2023","BE64523081419552","10,00","BE27504564025934","ARSPBE22","ALFREDO PORTO DI ARAGON","CHEMIN LAUWERS 291 7378 MALINES","SCT","soutien amorce","3.942,84"
"06-04-2023","BE64523081419552","40,00","BE27633989084860","KREDBEBB","DUPORTAIL MATHILDE","IMPASSE MESSAOUDI 885 9427 SERAING","SCT","AMORCE DUPORTAIL MATHILDE","3.982,84"
"11-04-2023","BE64523081419552","20,00","BE39838351703284","NICABEBB","Mlle Fleur Goethals","RUE URBAIN 73 2376 NAMUR","SCT","","4.002,84"
"11-04-2023","BE64523081419552","12,50","BE06992080717696","CTBKBEBX","MLE LISE VERSTRAETEN","IMPASSE VERHOEVEN 30 1901 HALEN","SCT","COMPTE COURANT","4.015,34"
"11-04-2023","BE64523081419552","10,00","BE95671620467794","BPOTBEB1","GILLET YANIS","CHAUSSÉE HEYLEN 3 1166 NAMUR","SCT","","4.025,34"
"11-04-2023","BE64523081419552","10,00","BE21288228228310","BPOTBEB1","BODART JEAN-MARIE","Chemin Willems 174 1198 Malmedy","SCT","Don L'Amorce","4.035,34"
"14-04-2023","BE64523081419552","40,00","BE88456105010634","NEECBEB2","Capin Anthony","Chemin Luyten 9 0099 Neufchâteau","SCT","Don mensuel","4.075,34"
"14-04-2023","BE64523081419552","40,00","BE75002360280349","NEECBEB2","Rivageois / Del Fabri","Chaussée De Coster 48 3037 Zottegem","SCT","L AMORCE(+)Avril","4.115,34"
"17-04-2023","BE64523081419552","15,00","BE55748591242221","ARSPBE22","LOUIS GILSON","Boulevard Segers 39 0787 La Louvière","SCT","Voila des sous, bisous","4.130,34"
"01-05-2023","BE64523081419552","20,00","BE35829006245340","TRIOBEBB","Jocotan"," ","BO","Don mensuel jocotan","4.150,34"
"02-05-2023","BE64523081419552","1,00","BE26379998109761","BBRUBEBB","M JULES STEMBERT","Chemin Thijs 68 7082 Halen","SCT","Contrib reserve de soutien","4.151,34"
"02-05-2023","BE64523081419552","10,00","BE91941908348963","BPOTBEB1","axelle dumont","BOULEVARD SOMERS 78 8759 BLANKENBERGE","SCT","pouetpouetl'amorce","4.161,34"
"02-05-2023","BE64523081419552","15,00","BE71066571528337","BPOTBEB1","LEGUERREC NOAH","Boulevard Van Dyck 50 6299 Léau","SCT","","4.176,34"
"02-05-2023","BE64523081419552","50,00","BE81233761871399","GKCCBEBB","VAN DER HERTEN MATHIS","PLACE VERHELST 26 0224 CINEY","SCT","montant mensuel Mathis Van Der Herten","4.226,34"
"03-05-2023","BE64523081419552","15,00","BE90151270669711","GEBABEBB","VANDENBODE NATHALIE","Boulevard Baert 17 3002 Termonde","SCT","","4.241,34"
"03-05-2023","BE64523081419552","10,00","BE54094670385920","GEBABEBB","PACOVIA HENRIETTE","RUE LAUWERS 961 6010 DURBUY","SCT","Chouette projet  A bientot","4.251,34"
"03-05-2023","BE64523081419552","52,00","BE65188220196117","GEBABEBB","DEQUENNE MARIELLA","Impasse Dierckx 69 8329 Saint-Hubert","SCT","","4.303,34"
"03-05-2023","BE64523081419552","30,00","BE07998146513544","GEBABEBB","TRAPU PIERRE-JEAN","PLACE VERSCHUEREN 77 1637 LOMMEL","SCT","super initiative","4.333,34"
"03-05-2023","BE64523081419552","10,00","BE64963111927873","GEBABEBB","RICHELIEU GREGORY","CHEMIN DIERCKX 37 2885 BASTOGNE","SCT","--- ..- .. / -.-. .----. . ... - / -.. ..- / -- --- .-. ... . .-.-.-","4.343,34"
"03-05-2023","BE64523081419552","8,00","BE22752511102346","GEBABEBB","BAJOT PIERRE","Chemin Maes 13 5939 Bree","SCT","","4.351,34"
"03-05-2023","BE64523081419552","15,00","BE62357732053023","GKCCBEBB","Tapage Adrien","Place Yildirim 3 6638 Roulers","SCT","adri","4.366,34"
"03-05-2023","BE64523081419552","17,00","BE39610009156603","GKCCBEBB","Pagotte Vanessa","Place Libert 45 4931 Comines-Warneton","SCT","Cagnotte Amorce","4.383,34"
"03-05-2023","BE64523081419552","20,00","BE73023643847628","NICABEBB","M. Leonard Quintenps","Avenue Sahin 95 9798 Genappe","SCT","fonds general","4.403,34"
"03-05-2023","BE64523081419552","20,00","BE37007959652205","NICABEBB","M. Raphael Vandenberghe","PLACE SAHIN 73 6383 LIÈGE","SCT","","4.423,34"
"05-05-2023","BE64523081419552","15,00","BE48499914275751","AXABBE22","Piron Emmanuel","AVENUE VERHAEGEN 91 3083 TIRLEMONT","SCT","","4.438,34"
"05-05-2023","BE64523081419552","100,00","BE51648251156127","ARSPBE22","ALICE AMRANI","CHEMIN PIETERS 8 2186 DAMME","SCT","Dons de janvier a avril 2023","4.538,34"
"08-05-2023","BE64523081419552","40,00","BE27633989084860","KREDBEBB","DUPORTAIL MATHILDE","IMPASSE MESSAOUDI 885 9427 SERAING","SCT","AMORCE DUPORTAIL MATHILDE","4.578,34"
"08-05-2023","BE64523081419552","10,00","BE07279903474580","GEBABEBB","DE WILDE EVA","IMPASSE MESSAOUDI 85 4422 FOSSES-LA-VILLE","SCT","","4.588,34"
"08-05-2023","BE64523081419552","12,00","BE08827097884607","GKCCBEBB","Gaspard Melodie","RUE JACQUES 99 8780 MORTSEL","SCT","Mutualisation mensuelle","4.600,34"
"08-05-2023","BE64523081419552","10,00","BE27504564025934","ARSPBE22","ALFREDO PORTO DI ARAGON","CHEMIN LAUWERS 291 7378 MALINES","SCT","soutien amorce","4.610,34"
"08-05-2023","BE64523081419552","10,00","BE95671620467794","BPOTBEB1","GILLET YANIS","CHAUSSÉE HEYLEN 3 1166 NAMUR","SCT","","4.620,34"
"08-05-2023","BE64523081419552","12,50","BE06992080717696","CTBKBEBX","MLE LISE VERSTRAETEN","IMPASSE VERHOEVEN 30 1901 HALEN","SCT","COMPTE COURANT","4.632,84"
"10-05-2023","BE64523081419552","10,00","BE21288228228310","BPOTBEB1","BODART JEAN-MARIE","Chemin Willems 174 1198 Malmedy","SCT","Don L'Amorce","4.642,84"
"10-05-2023","BE64523081419552","25,00","BE51648251156127","ARSPBE22","ALICE AMRANI","CHEMIN PIETERS 8 2186 DAMME","SCT","Don","4.667,84"
"10-05-2023","BE64523081419552","20,00","BE39838351703284","NICABEBB","Mlle Fleur Goethals","RUE URBAIN 73 2376 NAMUR","SCT","","4.687,84"
"15-05-2023","BE64523081419552","15,00","BE55748591242221","ARSPBE22","LOUIS GILSON","Boulevard Segers 39 0787 La Louvière","SCT","Voila des sous, bisous","4.702,84"
"16-05-2023","BE64523081419552","10,00","BE32873858119335","GKCCBEBB","CLAEYS CHIARA","Boulevard De Smedt 35 0048 Ottignies-Louvain-la-Neuve","SCT","A l'amorcage","4.712,84"
"16-05-2023","BE64523081419552","40,00","BE67984979026207","VDSPBE91","Capin Anthony","Chemin Luyten 9 0099 Neufchâteau","SCT","Don mensuel","4.752,84"
"16-05-2023","BE64523081419552","40,00","BE67061399779409","VDSPBE91","Del Fabri F. - Rivageois A.","Chaussée De Coster 48 3037 Zottegem","SCT","L AMORCE(+)","4.792,84"
"30-05-2023","BE64523081419552","20,00","BE81233761871399","GKCCBEBB","VAN DER HERTEN MATHIS","PLACE VERHELST 26 0224 CINEY","SCT","montant mensuel Mathis Van Der Herten","4.812,84"
"31-05-2023","BE64523081419552","1,00","BE26379998109761","BBRUBEBB","M JULES STEMBERT","Chemin Thijs 68 7082 Halen","SCT","Contrib reserve de soutien","4.813,84"
"01-06-2023","BE64523081419552","20,00","BE35829006245340","TRIOBEBB","Jocotan"," ","BO","Don mensuel jocotan","4.833,84"
"01-06-2023","BE64523081419552","15,00","BE71066571528337","BPOTBEB1","LEGUERREC NOAH","Boulevard Van Dyck 50 6299 Léau","SCT","","4.848,84"
"01-06-2023","BE64523081419552","10,00","BE54094670385920","GEBABEBB","PACOVIA HENRIETTE","RUE LAUWERS 961 6010 DURBUY","SCT","Chouette projet  A bientot","4.858,84"
"01-06-2023","BE64523081419552","15,00","BE90151270669711","GEBABEBB","VANDENBODE NATHALIE","Boulevard Baert 17 3002 Termonde","SCT","","4.873,84"
"01-06-2023","BE64523081419552","17,00","BE39610009156603","GKCCBEBB","Pagotte Vanessa","Place Libert 45 4931 Comines-Warneton","SCT","Cagnotte Amorce","4.890,84"
"02-06-2023","BE64523081419552","30,00","BE07998146513544","GEBABEBB","TRAPU PIERRE-JEAN","PLACE VERSCHUEREN 77 1637 LOMMEL","SCT","super initiative","4.920,84"
"02-06-2023","BE64523081419552","10,00","BE91941908348963","BPOTBEB1","axelle dumont","BOULEVARD SOMERS 78 8759 BLANKENBERGE","SCT","pouetpouetl'amorce","4.930,84"
"02-06-2023","BE64523081419552","10,00","BE64963111927873","GEBABEBB","RICHELIEU GREGORY","CHEMIN DIERCKX 37 2885 BASTOGNE","SCT","--- ..- .. / -.-. .----. . ... - / -.. ..- / -- --- .-. ... . .-.-.-","4.940,84"
"02-06-2023","BE64523081419552","20,00","BE73023643847628","NICABEBB","M. Leonard Quintenps","Avenue Sahin 95 9798 Genappe","SCT","fonds general","4.960,84"
"05-06-2023","BE64523081419552","8,00","BE22752511102346","GEBABEBB","BAJOT PIERRE","Chemin Maes 13 5939 Bree","SCT","","4.968,84"
"05-06-2023","BE64523081419552","20,00","BE14860477243975","GEBABEBB","MAFOI AURELIE","Place Peeters 65 9489 Geel","SCT","","4.988,84"
"05-06-2023","BE64523081419552","15,00","BE48499914275751","AXABBE22","Piron Emmanuel","AVENUE VERHAEGEN 91 3083 TIRLEMONT","SCT","","5.003,84"
"05-06-2023","BE64523081419552","25,00","BE68352501147592","GKCCBEBB","Bodarwe Jean-Michel","AVENUE LACROIX 13 6146 MONTAIGU-ZICHEM","SCT","L'amorce forever","5.028,84"
"05-06-2023","BE64523081419552","15,00","BE62357732053023","GKCCBEBB","Tapage Adrien","Place Yildirim 3 6638 Roulers","SCT","adri","5.043,84"
"05-06-2023","BE64523081419552","20,00","BE37007959652205","NICABEBB","M. Raphael Vandenberghe","PLACE SAHIN 73 6383 LIÈGE","SCT","","5.063,84"
"06-06-2023","BE64523081419552","12,00","BE34696425357004","GEBABEBB","NAIMETTE MARIETTE","Rue Nijs 10 3009 Chimay","SCT","Mutualisation mensuelle","5.075,84"
"06-06-2023","BE64523081419552","10,00","BE27504564025934","ARSPBE22","ALFREDO PORTO DI ARAGON","CHEMIN LAUWERS 291 7378 MALINES","SCT","soutien amorce","5.085,84"
"06-06-2023","BE64523081419552","10,00","BE07279903474580","GEBABEBB","DE WILDE EVA","IMPASSE MESSAOUDI 85 4422 FOSSES-LA-VILLE","SCT","","5.095,84"
"06-06-2023","BE64523081419552","12,00","BE08827097884607","GKCCBEBB","Gaspard Melodie","RUE JACQUES 99 8780 MORTSEL","SCT","Mutualisation mensuelle","5.107,84"
"06-06-2023","BE64523081419552","40,00","BE27633989084860","KREDBEBB","DUPORTAIL MATHILDE","IMPASSE MESSAOUDI 885 9427 SERAING","SCT","AMORCE DUPORTAIL MATHILDE","5.147,84"
"07-06-2023","BE64523081419552","12,50","BE06992080717696","CTBKBEBX","MLE LISE VERSTRAETEN","IMPASSE VERHOEVEN 30 1901 HALEN","SCT","COMPTE COURANT","5.160,34"
"08-06-2023","BE64523081419552","10,00","BE95671620467794","BPOTBEB1","GILLET YANIS","CHAUSSÉE HEYLEN 3 1166 NAMUR","SCT","","5.170,34"
"12-06-2023","BE64523081419552","25,00","BE51648251156127","ARSPBE22","ALICE AMRANI","Impasse Delvaux 76 5213 Liège","SCT","Don","5.195,34"
"12-06-2023","BE64523081419552","20,00","BE39838351703284","NICABEBB","Mlle Fleur Goethals","RUE URBAIN 73 2376 NAMUR","SCT","","5.215,34"
"12-06-2023","BE64523081419552","10,00","BE21288228228310","BPOTBEB1","BODART JEAN-MARIE","Chemin Willems 174 1198 Malmedy","SCT","Don L'Amorce","5.225,34"
"12-06-2023","BE64523081419552","18,00","BE12256922383288","VDSPBE91","Pagode Yvette","Rue Collin 3 6009 Ostende","SCT","","5.243,34"
"14-06-2023","BE64523081419552","-273,00","BE19233170068822","ARSPBE22","Isabella Schtromp"," ","SCTIB","bourse de l'amorce pour projet X5","4.970,34"
"14-06-2023","BE64523081419552","-1.000,00","BE27511928420843","GKCCBEBB","Compagnie Saint-Jacques"," ","SCTIB","bourse de l'amorce pour projet X1","3.970,34"
"14-06-2023","BE64523081419552","-260,00","BE45281613665667","NICABEBB","Laura Pauwels"," ","SCTIB","bourse de l'amorce pour projet X4","3.710,34"
"14-06-2023","BE64523081419552","-600,00","BE45281613665667","NICABEBB","Laura Pauwels"," ","SCTIB","bourse de l'amorce pour projet X3","3.110,34"
"14-06-2023","BE64523081419552","-637,50","BE55748591242221","ARSPBE22","Louis Gilson"," ","SCTIB","bourse de l'amorce pour projet X6","2.472,84"
"15-06-2023","BE64523081419552","15,00","BE55748591242221","ARSPBE22","LOUIS GILSON","Boulevard Segers 39 0787 La Louvière","SCT","Voila des sous, bisous","2.487,84"
"16-06-2023","BE64523081419552","10,00","BE32873858119335","GKCCBEBB","CLAEYS CHIARA","Boulevard De Smedt 35 0048 Ottignies-Louvain-la-Neuve","SCT","A l'amorcage","2.497,84"
"16-06-2023","BE64523081419552","40,00","BE67984979026207","VDSPBE91","Capin Anthony","Chemin Luyten 9 0099 Neufchâteau","SCT","Don mensuel","2.537,84"
"16-06-2023","BE64523081419552","40,00","BE67061399779409","VDSPBE91","Del Fabri F. - Rivageois A.","Chaussée De Coster 48 3037 Zottegem","SCT","L AMORCE(+)","2.577,84"
"29-06-2023","BE64523081419552","20,00","BE81233761871399","GKCCBEBB","VAN DER HERTEN MATHIS","PLACE VERHELST 26 0224 CINEY","SCT","montant mensuel Mathis Van Der Herten","2.597,84"
"30-06-2023","BE64523081419552","1,00","BE26379998109761","BBRUBEBB","M JULES STEMBERT","Chemin Thijs 68 7082 Halen","SCT","Contrib reserve de soutien","2.598,84"
"01-07-2023","BE64523081419552","20,00","BE35829006245340","TRIOBEBB","Jocotan"," ","BO","Don mensuel jocotan","2.618,84"
"01-07-2023","BE64523081419552","-15,00","","","","","ON","Frais du 01-04-2023 au 30-06-2023","2.603,84"
"03-07-2023","BE64523081419552","15,00","BE71066571528337","BPOTBEB1","LEGUERREC NOAH","Boulevard Van Dyck 50 6299 Léau","SCT","","2.618,84"
"03-07-2023","BE64523081419552","10,00","BE91941908348963","BPOTBEB1","axelle dumont","BOULEVARD SOMERS 78 8759 BLANKENBERGE","SCT","pouetpouetl'amorce","2.628,84"
"03-07-2023","BE64523081419552","17,00","BE39610009156603","GKCCBEBB","Pagotte Vanessa","Place Libert 45 4931 Comines-Warneton","SCT","Cagnotte Amorce","2.645,84"
"03-07-2023","BE64523081419552","10,00","BE54094670385920","GEBABEBB","PACOVIA HENRIETTE","RUE LAUWERS 961 6010 DURBUY","SCT","Chouette projet  A bientot","2.655,84"
"03-07-2023","BE64523081419552","15,00","BE90151270669711","GEBABEBB","VANDENBODE NATHALIE","Boulevard Baert 17 3002 Termonde","SCT","","2.670,84"
"04-07-2023","BE64523081419552","25,00","BE68352501147592","GKCCBEBB","Bodarwe Jean-Michel","AVENUE LACROIX 13 6146 MONTAIGU-ZICHEM","SCT","L'amorce forever","2.695,84"
"04-07-2023","BE64523081419552","15,00","BE62357732053023","GKCCBEBB","Tapage Adrien","Place Yildirim 3 6638 Roulers","SCT","adri","2.710,84"
"04-07-2023","BE64523081419552","10,00","BE64963111927873","GEBABEBB","RICHELIEU GREGORY","CHEMIN DIERCKX 37 2885 BASTOGNE","SCT","--- ..- .. / -.-. .----. . ... - / -.. ..- / -- --- .-. ... . .-.-.-","2.720,84"
"04-07-2023","BE64523081419552","20,00","BE14860477243975","GEBABEBB","MAFOI AURELIE","Place Peeters 65 9489 Geel","SCT","","2.740,84"
"04-07-2023","BE64523081419552","30,00","BE07998146513544","GEBABEBB","TRAPU PIERRE-JEAN","PLACE VERSCHUEREN 77 1637 LOMMEL","SCT","super initiative","2.770,84"
"04-07-2023","BE64523081419552","8,00","BE22752511102346","GEBABEBB","BAJOT PIERRE","Chemin Maes 13 5939 Bree","SCT","","2.778,84"
"04-07-2023","BE64523081419552","20,00","BE73023643847628","NICABEBB","M. Leonard Quintenps","Avenue Sahin 95 9798 Genappe","SCT","fonds general","2.798,84"
"04-07-2023","BE64523081419552","20,00","BE37007959652205","NICABEBB","M. Raphael Vandenberghe","PLACE SAHIN 73 6383 LIÈGE","SCT","","2.818,84"
"05-07-2023","BE64523081419552","15,00","BE48499914275751","AXABBE22","Piron Emmanuel","AVENUE VERHAEGEN 91 3083 TIRLEMONT","SCT","","2.833,84"
"05-07-2023","BE64523081419552","-406,40","BE19423007796591","GKCCBEBB","Productions Associees"," ","SCTIB","422/3071/25464","2.427,44"
"06-07-2023","BE64523081419552","10,00","BE27504564025934","ARSPBE22","ALFREDO PORTO DI ARAGON","CHEMIN LAUWERS 291 7378 MALINES","SCT","soutien amorce","2.437,44"
"06-07-2023","BE64523081419552","10,00","BE07279903474580","GEBABEBB","DE WILDE EVA","IMPASSE MESSAOUDI 85 4422 FOSSES-LA-VILLE","SCT","","2.447,44"
"06-07-2023","BE64523081419552","12,00","BE08827097884607","GKCCBEBB","Gaspard Melodie","RUE JACQUES 99 8780 MORTSEL","SCT","Mutualisation mensuelle","2.459,44"
"06-07-2023","BE64523081419552","15,00","BE34696425357004","GEBABEBB","NAIMETTE MARIETTE","Rue Nijs 10 3009 Chimay","SCT","Mutualisation mensuelle","2.474,44"
"06-07-2023","BE64523081419552","40,00","BE27633989084860","KREDBEBB","DUPORTAIL MATHILDE","IMPASSE MESSAOUDI 885 9427 SERAING","SCT","AMORCE DUPORTAIL MATHILDE","2.514,44"
"07-07-2023","BE64523081419552","12,50","BE06992080717696","CTBKBEBX","MLE LISE VERSTRAETEN","IMPASSE VERHOEVEN 30 1901 HALEN","SCT","COMPTE COURANT","2.526,94"
"10-07-2023","BE64523081419552","10,00","BE89918065895760","AXABBE22","Dardenne Steve","CHAUSSÉE DE COCK 17 5983 ARLON","SCT","","2.536,94"
"10-07-2023","BE64523081419552","10,00","BE95671620467794","BPOTBEB1","GILLET YANIS","CHAUSSÉE HEYLEN 3 1166 NAMUR","SCT","","2.546,94"
"10-07-2023","BE64523081419552","10,00","BE21288228228310","BPOTBEB1","BODART JEAN-MARIE","Chemin Willems 174 1198 Malmedy","SCT","Don L'Amorce","2.556,94"
"10-07-2023","BE64523081419552","20,00","BE39838351703284","NICABEBB","Mlle Fleur Goethals","RUE URBAIN 73 2376 NAMUR","SCT","","2.576,94"
"11-07-2023","BE64523081419552","18,00","BE12256922383288","VDSPBE91","Pagode Yvette","Rue Collin 3 6009 Ostende","SCT","","2.594,94"
"11-07-2023","BE64523081419552","55,00","BE65188220196117","GEBABEBB","DEQUENNE MARIELLA","Impasse Dierckx 69 8329 Saint-Hubert","SCT","mail@example.com","2.649,94"
"12-07-2023","BE64523081419552","25,00","BE51648251156127","ARSPBE22","ALICE AMRANI","Impasse Delvaux 76 5213 Liège","SCT","Don","2.674,94"
